    ,rate
9627,3.0
9626,2.0
9622,3.0
9621,4.0
9620,3.5
9619,3.0
9618,5.0
9617,3.0
9614,5.0
9612,3.0
9611,5.0
9609,3.5
9608,2.5
9607,3.0
9606,4.0
9605,2.0
9604,2.0
9603,3.0
9602,4.0
9601,5.0
9600,1.0
9599,4.0
9598,1.0
9597,2.0
9596,5.0
9595,3.0
9594,3.0
9592,3.5
9591,1.0
9590,3.5
9589,2.0
9588,4.5
9587,3.0
9586,3.5
9584,4.0
9583,3.5
9581,5.0
9580,4.0
9579,4.0
9577,4.0
9576,3.5
9575,5.0
9574,3.0
9573,3.0
9571,3.0
9570,3.0
9569,5.0
9568,0.5
9567,4.0
9566,4.0
9565,4.0
9564,4.0
9563,4.0
9561,5.0
9560,3.0
9559,4.0
9558,4.0
9557,1.0
9556,3.0
9555,4.0
9553,4.0
9552,5.0
9551,2.5
9545,3.0
9544,5.0
9543,4.0
9542,3.0
9540,5.0
9538,4.0
9537,3.5
9535,5.0
9534,2.5
9533,4.0
9532,2.5
9531,2.0
9530,5.0
9529,5.0
9528,4.0
9527,5.0
9526,2.5
9523,3.5
9521,3.5
9520,3.0
9519,3.0
9518,2.0
9516,3.5
9513,4.0
9511,5.0
9510,5.0
9509,3.0
9508,3.0
9507,5.0
9506,5.0
9505,3.0
9504,4.0
9503,2.0
9500,1.0
9499,4.0
9498,2.5
9497,4.0
9496,4.0
9495,5.0
9494,3.5
9491,4.5
9490,4.0
9489,5.0
9488,3.0
9487,4.0
9486,4.0
9484,3.0
9483,3.5
9481,5.0
9480,3.0
9479,3.0
9478,2.0
9477,5.0
9475,3.0
9474,3.0
9473,2.5
9472,3.0
9471,2.5
9470,5.0
9469,4.0
9468,4.0
9467,4.0
9465,0.5
9464,4.5
9463,4.0
9462,3.0
9461,4.0
9459,5.0
9458,3.0
9456,3.0
9455,4.0
9454,5.0
9453,1.0
9452,4.0
9451,4.0
9450,1.0
9448,5.0
9447,3.0
9446,4.0
9445,2.5
9443,4.0
9442,4.0
9441,4.0
9440,3.0
9439,3.0
9437,3.0
9435,4.0
9434,4.0
9432,3.5
9431,4.0
9430,4.0
9429,5.0
9428,3.0
9426,4.5
9425,3.5
9423,4.0
9422,5.0
9421,4.0
9420,4.0
9419,3.5
9418,4.0
9417,4.5
9416,3.5
9415,4.0
9414,4.0
9413,3.0
9412,4.5
9411,3.0
9410,2.0
9409,4.0
9407,5.0
9406,1.0
9405,5.0
9404,4.0
9403,3.0
9402,5.0
9401,4.0
9400,5.0
9398,4.0
9397,5.0
9396,5.0
9395,5.0
9394,5.0
9393,5.0
9392,4.0
9391,4.0
9389,3.5
9387,3.0
9385,5.0
9384,2.0
9383,4.0
9382,3.0
9380,3.0
9379,3.5
9376,3.5
9375,3.0
9373,3.0
9372,1.0
9370,2.0
9369,4.5
9367,2.0
9366,3.5
9365,2.0
9364,4.0
9363,4.0
9362,2.0
9361,4.0
9359,3.5
9358,4.0
9357,3.0
9356,5.0
9355,3.0
9354,3.5
9352,5.0
9350,4.0
9349,3.0
9348,2.0
9347,4.0
9346,4.5
9343,4.0
9342,4.0
9341,1.0
9339,2.0
9337,2.5
9336,3.5
9335,3.0
9334,3.5
9333,4.0
9332,3.5
9331,3.5
9330,3.5
9329,4.0
9328,4.0
9327,1.0
9326,3.5
9325,5.0
9322,3.5
9321,1.5
9320,4.0
9319,3.0
9318,3.0
9316,4.0
9315,5.0
9313,3.0
9312,4.0
9310,2.0
9308,3.5
9307,4.5
9306,2.0
9305,5.0
9304,4.5
9303,3.0
9302,3.0
9301,4.0
9300,5.0
9299,4.0
9298,3.0
9297,3.0
9296,3.0
9294,4.0
9293,1.5
9292,4.0
9291,4.5
9290,4.0
9289,2.5
9288,5.0
9287,4.0
9286,4.0
9285,5.0
9284,3.0
9283,4.0
9282,4.0
9280,4.0
9279,4.0
9278,4.5
9277,3.0
9274,5.0
9273,3.0
9272,4.0
9271,4.0
9269,2.5
9268,5.0
9267,5.0
9266,3.0
9265,2.5
9264,4.0
9263,3.0
9258,4.0
9257,4.5
9256,2.0
9255,5.0
9254,3.0
9253,3.0
9252,3.5
9251,5.0
9249,2.5
9248,4.0
9247,3.0
9246,4.5
9244,3.5
9243,4.0
9242,3.0
9241,5.0
9240,1.0
9239,3.0
9238,4.0
9237,1.0
9236,4.0
9235,3.0
9234,4.5
9233,4.0
9232,5.0
9230,4.0
9229,4.5
9228,4.5
9227,0.5
9226,4.0
9223,4.0
9222,4.0
9221,4.0
9220,3.0
9219,5.0
9218,4.5
9217,4.0
9216,3.0
9215,1.0
9214,4.0
9213,1.5
9210,1.5
9209,4.0
9208,3.5
9205,5.0
9203,5.0
9202,4.0
9200,3.0
9199,5.0
9198,0.5
9197,4.5
9195,2.5
9193,2.0
9192,4.5
9191,3.5
9189,3.0
9188,5.0
9186,4.5
9185,2.5
9184,5.0
9183,3.5
9182,3.0
9181,4.5
9180,2.0
9179,4.0
9177,4.5
9176,2.0
9175,3.0
9174,3.5
9172,4.0
9171,3.0
9170,1.0
9169,3.5
9167,5.0
9166,5.0
9165,4.5
9163,4.0
9162,4.5
9161,4.0
9159,3.0
9157,4.0
9156,5.0
9155,3.0
9154,2.0
9152,3.0
9151,4.0
9150,5.0
9149,4.0
9147,3.5
9146,2.0
9145,4.0
9142,4.0
9141,3.5
9140,5.0
9139,2.0
9137,3.0
9134,3.5
9133,3.0
9131,3.5
9129,4.0
9128,5.0
9127,5.0
9126,4.0
9125,1.0
9124,5.0
9122,3.0
9121,2.0
9120,3.0
9119,2.0
9118,5.0
9117,4.0
9116,2.5
9115,3.0
9114,4.0
9113,4.0
9112,5.0
9111,3.5
9110,4.0
9109,4.0
9108,4.0
9107,3.0
9106,2.5
9105,2.5
9104,3.5
9103,2.0
9102,3.5
9101,5.0
9100,2.0
9099,2.0
9097,2.5
9096,2.5
9095,4.0
9093,2.0
9092,4.0
9091,5.0
9090,4.0
9089,4.0
9088,2.5
9087,2.5
9086,3.0
9085,1.0
9083,4.5
9082,2.0
9081,5.0
9079,4.0
9078,5.0
9076,3.0
9075,4.0
9074,2.5
9072,3.0
9071,3.5
9070,4.5
9069,4.0
9068,5.0
9067,3.0
9066,1.0
9065,4.0
9064,3.0
9063,4.0
9062,3.5
9058,1.5
9057,4.0
9056,4.5
9055,3.5
9054,4.0
9053,3.0
9052,4.0
9051,5.0
9050,3.0
9049,2.0
9048,4.0
9046,4.5
9045,4.5
9044,5.0
9043,3.0
9042,4.0
9041,3.0
9040,4.0
9039,2.0
9038,4.0
9034,4.0
9032,4.0
9031,3.5
9030,4.0
9029,1.0
9028,5.0
9027,4.0
9026,4.0
9024,4.0
9023,3.0
9022,4.0
9021,4.0
9020,4.5
9019,2.5
9018,4.0
9017,3.5
9016,4.5
9015,3.5
9014,3.0
9013,5.0
9012,2.5
9011,5.0
9010,3.0
9009,5.0
9007,5.0
9006,4.0
9005,2.0
9003,3.0
9002,4.5
9001,2.5
8999,0.5
8998,4.0
8997,0.5
8995,3.0
8994,1.5
8993,3.5
8992,4.0
8991,2.0
8990,1.0
8988,3.0
8987,3.5
8986,2.0
8985,1.0
8983,5.0
8982,4.0
8981,5.0
8980,1.5
8977,1.0
8976,4.0
8975,3.5
8974,3.5
8973,3.0
8970,5.0
8969,4.0
8968,4.0
8967,4.0
8965,5.0
8964,5.0
8963,3.0
8962,5.0
8961,5.0
8960,3.5
8959,3.0
8958,5.0
8957,3.0
8956,4.5
8955,4.0
8954,4.0
8953,3.0
8952,5.0
8950,3.0
8949,4.0
8946,5.0
8945,4.0
8944,4.0
8943,5.0
8942,4.0
8941,4.0
8940,1.5
8939,2.0
8938,4.5
8937,3.0
8936,3.5
8933,4.0
8932,3.0
8931,4.0
8930,1.0
8929,4.0
8928,4.5
8927,4.0
8926,4.0
8925,3.0
8924,5.0
8922,2.5
8921,4.0
8920,4.0
8919,5.0
8918,5.0
8917,4.0
8916,3.0
8915,3.0
8914,4.0
8913,1.0
8911,3.5
8910,5.0
8909,2.5
8908,3.0
8907,2.5
8906,3.0
8905,4.5
8904,2.5
8903,5.0
8902,2.0
8900,5.0
8898,4.0
8897,4.0
8895,4.0
8894,3.0
8893,0.5
8891,3.0
8890,3.0
8888,4.0
8886,2.0
8885,4.5
8883,4.0
8882,2.0
8880,4.0
8878,5.0
8876,5.0
8874,4.0
8873,2.0
8872,3.5
8871,4.0
8870,4.0
8868,4.0
8865,4.0
8864,4.0
8863,2.0
8862,5.0
8861,5.0
8860,3.0
8858,4.0
8857,4.5
8856,5.0
8855,4.0
8854,2.0
8853,3.0
8852,4.0
8851,3.0
8850,4.0
8849,3.0
8847,3.0
8846,3.0
8845,3.5
8844,2.0
8843,5.0
8842,3.0
8841,3.0
8839,4.0
8838,5.0
8837,4.5
8835,4.5
8834,4.0
8833,4.0
8832,3.0
8829,4.0
8827,4.0
8825,3.0
8824,2.5
8823,3.0
8821,4.5
8820,2.0
8819,1.0
8818,3.0
8817,3.0
8815,4.5
8814,2.0
8813,3.5
8812,5.0
8811,4.5
8810,4.0
8809,3.5
8808,4.5
8807,3.0
8806,5.0
8804,2.5
8803,4.0
8802,4.0
8800,4.0
8799,3.0
8797,3.5
8796,4.0
8795,4.5
8793,4.0
8792,4.0
8791,3.5
8790,3.5
8788,4.0
8787,4.5
8786,4.0
8785,4.0
8784,3.0
8783,4.0
8782,1.0
8781,5.0
8780,5.0
8779,1.0
8778,4.0
8777,4.0
8776,5.0
8775,4.0
8774,3.0
8771,3.0
8770,5.0
8769,3.5
8767,4.0
8765,4.0
8764,4.0
8763,5.0
8762,4.0
8761,3.5
8760,5.0
8758,2.0
8755,4.5
8754,4.0
8753,4.0
8752,5.0
8751,2.0
8750,2.5
8749,2.0
8748,4.0
8747,4.5
8745,3.0
8744,5.0
8743,2.5
8742,3.0
8741,4.5
8740,2.0
8738,3.0
8737,3.0
8736,1.0
8735,5.0
8734,5.0
8733,3.0
8732,3.5
8731,2.0
8730,3.0
8729,4.0
8728,3.5
8727,3.0
8726,3.0
8725,2.0
8723,3.5
8722,4.0
8721,3.0
8720,3.0
8719,5.0
8718,4.0
8717,1.0
8715,4.0
8713,3.0
8711,4.0
8710,3.0
8709,3.5
8708,5.0
8707,2.0
8706,3.0
8705,4.0
8704,5.0
8703,3.5
8702,1.0
8700,3.5
8697,3.0
8696,4.0
8695,4.0
8694,3.0
8693,2.0
8692,2.5
8690,4.0
8688,3.0
8687,3.5
8686,4.0
8685,5.0
8684,3.0
8682,4.0
8681,3.5
8680,2.0
8679,3.0
8678,5.0
8677,5.0
8676,4.0
8674,3.0
8673,5.0
8672,5.0
8670,5.0
8669,4.0
8668,4.0
8667,4.0
8666,5.0
8662,5.0
8661,3.5
8660,3.0
8658,2.0
8656,4.0
8655,3.5
8651,5.0
8650,2.0
8648,4.0
8646,5.0
8645,3.0
8644,4.0
8643,2.0
8642,3.0
8641,4.0
8640,4.0
8639,4.0
8638,5.0
8637,2.5
8636,2.0
8635,4.0
8634,3.5
8633,4.0
8632,0.5
8629,4.0
8627,4.0
8626,2.0
8625,5.0
8622,4.5
8619,2.0
8618,4.0
8617,3.0
8616,2.5
8613,3.0
8612,5.0
8611,5.0
8610,5.0
8608,4.0
8607,2.5
8606,2.0
8603,3.0
8602,4.0
8601,3.0
8600,4.5
8597,4.0
8596,2.0
8595,5.0
8594,3.5
8593,4.0
8592,1.0
8591,4.0
8589,3.0
8588,3.0
8587,2.0
8585,3.0
8584,3.0
8583,3.0
8582,4.5
8581,3.5
8580,2.5
8579,4.5
8578,3.5
8577,4.0
8576,2.5
8575,5.0
8574,3.5
8573,2.0
8572,3.0
8571,2.0
8570,5.0
8569,2.5
8568,3.5
8566,3.5
8565,5.0
8564,4.0
8563,3.5
8562,2.5
8560,1.5
8559,0.5
8558,3.0
8557,3.0
8556,2.0
8555,3.0
8554,4.0
8551,4.0
8549,4.0
8548,4.0
8547,4.0
8546,3.5
8545,2.5
8544,4.0
8543,1.0
8542,3.0
8541,4.0
8540,2.0
8538,4.0
8537,4.0
8536,3.5
8535,3.0
8533,5.0
8531,4.0
8529,3.5
8527,4.0
8526,2.0
8525,4.0
8524,3.0
8523,5.0
8522,2.0
8521,1.5
8520,3.0
8519,3.0
8518,4.0
8516,2.0
8515,2.5
8513,1.5
8512,4.0
8511,4.0
8510,3.0
8508,4.0
8507,1.5
8506,5.0
8504,4.0
8501,2.0
8500,5.0
8499,0.5
8498,4.0
8497,3.0
8496,3.5
8495,5.0
8494,3.5
8493,4.0
8490,3.5
8489,2.5
8488,4.0
8486,2.5
8485,2.5
8484,1.5
8483,2.0
8481,5.0
8480,4.0
8479,1.5
8478,4.0
8477,5.0
8476,3.0
8475,4.0
8471,4.0
8470,2.5
8468,2.0
8466,4.0
8465,3.5
8464,3.0
8463,3.0
8462,4.0
8461,4.0
8460,4.5
8459,5.0
8458,4.0
8456,3.0
8455,4.0
8454,5.0
8453,3.5
8452,0.5
8451,4.5
8450,3.0
8449,4.0
8447,4.5
8446,4.0
8445,4.5
8443,3.0
8442,4.5
8441,2.0
8440,4.0
8439,4.0
8438,1.5
8437,5.0
8436,1.0
8435,4.5
8433,3.0
8432,4.0
8431,3.0
8430,4.0
8429,3.0
8426,2.0
8425,2.0
8424,5.0
8423,3.0
8422,2.5
8421,3.0
8420,4.0
8419,3.0
8418,3.0
8417,5.0
8416,4.0
8415,5.0
8414,2.5
8413,3.0
8412,4.0
8411,3.5
8409,5.0
8407,2.0
8405,3.0
8404,5.0
8402,3.5
8401,5.0
8399,3.0
8398,5.0
8396,3.5
8395,2.0
8394,3.0
8393,4.0
8392,1.0
8391,5.0
8390,5.0
8389,4.0
8388,0.5
8387,3.0
8386,0.5
8385,5.0
8384,5.0
8383,4.0
8382,3.0
8381,3.0
8380,4.0
8379,5.0
8378,4.5
8377,1.5
8376,4.0
8375,4.0
8374,4.0
8369,5.0
8368,4.0
8367,4.0
8366,4.0
8365,4.0
8364,4.5
8362,4.0
8361,5.0
8359,3.5
8358,3.0
8357,4.0
8356,5.0
8355,2.0
8354,2.0
8353,5.0
8352,4.5
8351,4.0
8349,3.0
8348,3.0
8347,5.0
8346,3.0
8345,2.0
8344,5.0
8343,2.0
8342,5.0
8341,3.0
8340,3.5
8339,4.0
8338,4.0
8337,4.0
8336,3.0
8335,4.0
8334,3.0
8332,3.0
8331,2.0
8329,4.0
8328,1.5
8327,4.0
8325,3.0
8324,4.0
8322,2.5
8321,4.0
8320,1.0
8319,4.0
8318,3.0
8317,4.5
8316,0.5
8315,3.0
8313,4.5
8312,4.0
8310,3.0
8309,3.5
8307,1.0
8306,4.0
8305,4.0
8304,3.0
8303,4.0
8302,4.0
8301,4.0
8300,3.5
8299,4.0
8298,3.5
8296,2.0
8294,3.5
8293,0.5
8292,4.0
8291,4.0
8290,2.0
8289,3.5
8288,4.5
8287,4.0
8286,4.5
8285,4.0
8284,1.5
8283,4.0
8282,4.0
8281,3.0
8278,1.5
8277,3.5
8276,4.5
8275,4.0
8274,2.0
8272,4.5
8269,5.0
8268,4.0
8267,3.0
8266,5.0
8265,3.5
8264,1.0
8263,3.0
8262,3.0
8261,2.0
8260,5.0
8258,3.0
8257,5.0
8256,5.0
8255,5.0
8254,4.5
8252,4.0
8251,4.0
8250,5.0
8249,4.0
8247,4.0
8246,5.0
8245,4.5
8244,4.5
8243,1.5
8242,4.0
8241,4.0
8240,4.0
8238,4.0
8237,3.0
8236,5.0
8235,5.0
8234,3.0
8233,4.0
8231,3.0
8230,3.5
8229,3.0
8228,4.0
8227,1.0
8226,4.0
8225,1.5
8224,4.0
8222,4.0
8221,2.5
8218,4.5
8217,3.0
8216,4.5
8215,4.5
8214,3.0
8213,3.0
8212,5.0
8210,4.0
8209,5.0
8208,5.0
8207,3.5
8205,3.0
8204,3.0
8203,4.0
8202,2.5
8201,2.5
8199,4.0
8198,5.0
8195,3.5
8194,4.5
8193,3.0
8192,3.0
8191,4.0
8190,2.0
8189,4.0
8188,5.0
8187,3.0
8186,4.0
8184,1.0
8182,4.0
8181,3.5
8180,1.5
8179,4.5
8178,4.5
8177,3.5
8175,2.0
8174,3.0
8173,3.0
8172,2.0
8170,4.0
8168,4.0
8167,4.0
8166,4.0
8165,1.0
8164,3.5
8163,4.0
8161,4.5
8160,4.5
8159,5.0
8158,2.0
8157,5.0
8156,3.5
8154,2.5
8153,4.5
8152,3.0
8151,1.0
8150,3.0
8149,3.5
8148,3.0
8147,1.0
8146,4.0
8144,5.0
8141,4.0
8140,5.0
8139,5.0
8138,4.0
8137,2.0
8136,5.0
8135,3.5
8134,3.0
8133,3.0
8132,2.0
8131,4.0
8130,3.5
8129,5.0
8128,4.0
8127,3.0
8126,1.5
8124,4.0
8123,2.5
8122,4.0
8121,5.0
8120,1.5
8119,3.0
8118,3.0
8117,3.5
8116,4.0
8115,4.5
8114,2.5
8110,3.0
8109,5.0
8108,3.0
8107,1.5
8106,3.5
8105,1.0
8104,5.0
8102,5.0
8101,3.0
8099,5.0
8098,5.0
8097,4.0
8096,4.0
8095,3.0
8094,4.0
8092,4.0
8091,4.0
8090,5.0
8088,3.5
8087,3.0
8086,3.5
8085,3.0
8084,2.5
8081,4.0
8080,5.0
8079,2.0
8078,4.0
8077,4.0
8076,2.0
8073,2.0
8071,3.0
8070,1.0
8068,4.5
8066,5.0
8065,4.5
8063,4.0
8062,3.0
8061,3.0
8060,5.0
8059,4.0
8058,4.0
8057,4.0
8055,5.0
8053,2.5
8052,2.0
8049,4.0
8048,4.0
8047,4.0
8044,4.0
8043,3.0
8042,4.0
8041,1.0
8040,5.0
8039,4.5
8038,3.0
8037,3.5
8035,3.0
8034,4.5
8033,2.0
8032,3.0
8031,2.0
8029,3.5
8028,4.0
8024,3.5
8023,3.0
8022,5.0
8021,3.5
8019,4.0
8018,5.0
8017,5.0
8016,3.5
8014,3.0
8013,5.0
8012,5.0
8011,3.0
8010,4.5
8009,3.0
8007,4.5
8006,2.0
8005,4.0
8004,3.5
8002,3.5
8001,3.0
7999,3.5
7998,5.0
7997,3.5
7995,2.0
7994,4.0
7992,5.0
7991,3.0
7987,5.0
7986,0.5
7984,4.5
7983,2.0
7982,5.0
7981,4.0
7976,4.0
7975,4.0
7974,3.0
7973,4.0
7972,4.0
7971,2.5
7970,4.0
7969,3.0
7968,4.0
7966,3.0
7965,2.0
7964,3.0
7962,4.0
7961,3.0
7958,2.5
7957,3.0
7956,2.0
7955,3.5
7954,4.0
7953,3.5
7952,5.0
7950,4.0
7949,3.5
7947,4.0
7946,4.0
7945,3.0
7944,3.0
7941,3.5
7940,4.0
7939,4.0
7938,1.0
7937,3.0
7936,2.0
7935,2.0
7934,4.5
7933,4.0
7931,4.0
7930,5.0
7928,1.0
7925,3.0
7924,3.5
7923,4.5
7922,5.0
7920,4.0
7919,3.0
7918,4.5
7917,3.0
7915,2.0
7914,3.5
7911,2.0
7910,4.0
7909,5.0
7908,3.0
7907,5.0
7906,4.0
7904,3.5
7903,4.0
7900,4.0
7898,4.5
7897,4.0
7896,4.0
7895,5.0
7894,4.0
7893,4.0
7892,3.5
7891,3.5
7890,3.5
7889,4.0
7888,3.0
7885,3.0
7884,5.0
7883,3.0
7882,3.5
7881,3.0
7877,3.5
7874,2.5
7873,4.0
7872,5.0
7871,3.0
7870,4.0
7868,3.0
7867,3.0
7865,4.0
7864,4.0
7863,4.0
7862,5.0
7859,4.0
7858,4.0
7857,1.0
7856,4.0
7854,1.0
7853,3.0
7852,4.0
7851,3.5
7850,3.0
7849,2.5
7846,4.0
7844,4.0
7841,3.0
7839,3.0
7838,4.0
7837,2.5
7836,3.0
7835,5.0
7834,3.0
7833,3.0
7832,1.0
7831,3.0
7830,2.0
7829,3.0
7827,4.0
7826,4.0
7825,4.0
7823,4.5
7822,5.0
7821,3.0
7820,3.0
7819,4.0
7816,4.0
7815,2.0
7814,4.0
7813,2.0
7811,3.0
7810,4.0
7807,1.0
7806,1.0
7805,4.0
7804,2.5
7801,3.0
7800,5.0
7799,3.5
7795,3.0
7794,4.0
7793,3.0
7791,4.0
7790,4.0
7789,3.0
7788,4.5
7785,3.0
7784,1.5
7783,4.0
7782,2.0
7781,2.5
7780,3.5
7779,4.0
7778,3.0
7777,5.0
7775,1.0
7773,4.5
7768,3.5
7767,5.0
7766,2.5
7765,3.0
7764,3.5
7763,4.0
7761,3.5
7760,2.5
7759,2.0
7758,3.5
7757,4.5
7754,3.5
7751,2.5
7750,3.0
7749,4.5
7748,5.0
7746,5.0
7745,2.0
7744,5.0
7743,2.5
7741,4.0
7740,5.0
7739,4.0
7738,0.5
7736,4.0
7734,3.0
7733,3.5
7732,4.0
7731,5.0
7729,3.0
7728,3.5
7725,5.0
7724,5.0
7723,3.0
7722,4.0
7721,3.5
7720,4.5
7719,3.0
7718,3.0
7717,5.0
7715,3.5
7714,4.0
7713,4.0
7712,5.0
7711,3.0
7710,4.0
7709,4.5
7708,4.0
7706,4.0
7705,3.0
7704,4.0
7703,5.0
7702,4.5
7700,4.5
7699,4.0
7698,5.0
7697,3.5
7696,5.0
7695,3.0
7694,2.5
7693,1.0
7692,2.0
7691,4.0
7690,4.0
7689,2.5
7688,3.5
7686,2.0
7685,4.0
7684,4.5
7683,5.0
7682,2.5
7681,4.0
7680,4.0
7679,5.0
7678,2.5
7677,3.0
7676,5.0
7675,2.0
7674,3.5
7673,4.0
7672,5.0
7671,5.0
7670,5.0
7669,3.0
7668,4.0
7667,3.5
7666,5.0
7665,3.0
7664,2.0
7663,1.0
7660,5.0
7657,5.0
7656,5.0
7655,4.0
7654,2.0
7652,4.0
7651,3.0
7650,4.0
7649,5.0
7648,2.0
7647,3.5
7646,2.5
7645,5.0
7644,3.0
7643,3.5
7642,5.0
7641,1.0
7640,4.0
7639,2.0
7637,2.0
7634,3.5
7633,3.0
7632,4.5
7630,3.0
7629,4.0
7627,4.0
7623,5.0
7622,3.5
7621,5.0
7620,5.0
7619,3.0
7618,4.0
7617,3.5
7616,3.0
7615,4.0
7614,3.5
7613,4.0
7612,3.0
7611,3.0
7609,4.0
7607,3.0
7606,2.0
7605,3.5
7604,4.5
7603,3.0
7602,3.5
7601,3.0
7600,3.0
7599,3.0
7597,4.0
7596,4.5
7595,4.0
7593,3.0
7590,2.0
7589,4.0
7588,5.0
7587,4.0
7586,2.0
7585,4.0
7583,4.0
7581,3.5
7580,3.5
7579,2.0
7578,4.0
7577,2.5
7575,4.5
7574,5.0
7573,4.0
7572,3.0
7571,2.0
7570,4.0
7569,5.0
7568,4.0
7567,3.0
7566,0.5
7565,4.0
7564,4.0
7562,5.0
7560,2.0
7559,4.5
7558,3.5
7555,3.0
7552,2.5
7550,5.0
7548,3.0
7546,3.0
7545,3.0
7544,3.0
7543,4.5
7542,1.0
7541,3.0
7540,5.0
7539,3.0
7537,4.5
7536,4.0
7535,2.0
7534,2.0
7532,4.0
7531,3.0
7530,4.0
7529,4.5
7528,4.5
7526,4.5
7525,3.0
7524,4.0
7523,4.0
7522,4.0
7521,1.5
7520,4.0
7519,4.5
7518,5.0
7517,2.0
7516,3.0
7515,5.0
7514,5.0
7513,4.0
7509,3.5
7507,4.0
7506,5.0
7503,4.0
7501,3.0
7500,4.0
7499,4.0
7498,3.0
7497,4.0
7495,3.0
7494,4.0
7493,3.5
7492,3.0
7491,3.5
7490,4.0
7489,3.0
7487,4.0
7486,4.0
7485,4.0
7484,4.0
7483,4.0
7482,3.5
7481,4.0
7480,3.5
7479,4.5
7478,3.5
7477,2.5
7476,5.0
7475,3.0
7474,4.0
7472,5.0
7471,3.5
7470,4.5
7469,4.0
7468,4.0
7467,4.0
7466,4.0
7465,5.0
7464,3.0
7462,4.0
7461,5.0
7459,4.0
7458,3.5
7456,5.0
7454,4.0
7453,4.0
7451,3.0
7447,2.0
7445,4.0
7444,3.5
7443,5.0
7441,4.0
7440,2.0
7439,4.5
7438,3.5
7435,4.0
7434,2.0
7433,4.5
7431,4.0
7429,4.5
7428,4.0
7426,4.0
7424,5.0
7422,4.0
7421,2.0
7420,5.0
7419,3.5
7418,2.0
7417,3.5
7416,3.0
7415,3.0
7414,4.5
7413,5.0
7412,3.0
7410,2.0
7409,4.0
7408,3.0
7407,4.0
7406,4.0
7405,4.5
7404,4.0
7403,2.0
7401,4.5
7400,4.0
7399,4.0
7398,5.0
7397,3.0
7396,3.0
7395,3.5
7394,1.0
7393,3.0
7392,3.0
7391,4.0
7390,4.0
7389,3.0
7388,2.5
7385,1.0
7384,3.5
7383,3.5
7382,3.0
7381,5.0
7380,4.0
7379,5.0
7378,3.5
7377,4.0
7375,3.0
7374,4.0
7373,3.5
7370,4.0
7369,4.0
7368,5.0
7367,4.0
7366,4.0
7365,4.0
7364,3.0
7362,5.0
7361,2.5
7360,4.0
7359,3.0
7358,3.0
7356,3.0
7355,5.0
7354,4.0
7353,3.5
7352,5.0
7351,5.0
7350,5.0
7349,2.0
7348,3.5
7347,3.5
7346,4.0
7345,4.5
7344,4.0
7343,3.0
7342,3.0
7341,4.0
7340,5.0
7339,3.5
7338,4.0
7337,5.0
7336,4.0
7335,5.0
7334,4.5
7333,5.0
7332,3.0
7331,5.0
7330,4.5
7329,1.0
7327,4.0
7326,3.5
7325,4.0
7324,5.0
7322,4.0
7320,3.0
7319,4.5
7318,5.0
7317,4.5
7316,3.0
7315,1.5
7314,3.0
7310,2.0
7308,3.0
7306,0.5
7305,4.0
7304,3.0
7303,2.0
7302,3.5
7301,2.0
7300,4.5
7298,4.0
7297,2.5
7295,5.0
7294,4.0
7292,4.0
7291,5.0
7288,5.0
7287,3.0
7285,3.5
7284,4.0
7283,4.0
7282,2.0
7281,2.5
7280,1.0
7279,4.0
7278,5.0
7277,4.0
7276,3.0
7273,5.0
7272,3.0
7271,2.5
7270,1.0
7268,4.5
7267,3.0
7266,1.0
7265,4.0
7264,4.0
7263,4.0
7262,2.0
7261,4.0
7260,4.0
7258,1.0
7256,3.0
7255,3.5
7254,2.0
7253,4.0
7252,2.0
7251,5.0
7250,5.0
7249,4.0
7248,2.5
7247,3.0
7246,3.5
7244,3.0
7243,2.0
7242,3.5
7241,3.0
7239,1.5
7238,4.5
7236,3.0
7235,2.0
7234,4.0
7233,3.0
7231,4.0
7230,4.0
7229,3.5
7228,2.5
7226,3.0
7225,3.0
7224,5.0
7221,4.0
7219,2.0
7218,2.5
7216,5.0
7215,4.5
7214,2.5
7213,2.0
7212,3.0
7210,4.0
7208,4.0
7207,4.0
7206,3.0
7205,3.0
7204,5.0
7203,5.0
7202,1.0
7201,4.5
7200,5.0
7199,2.5
7198,4.5
7197,2.0
7196,2.0
7194,3.0
7192,2.0
7191,4.0
7189,4.0
7188,2.5
7187,3.0
7186,0.5
7185,2.0
7184,3.5
7183,4.0
7182,5.0
7181,4.0
7180,3.5
7179,5.0
7177,3.0
7174,3.0
7173,5.0
7170,2.5
7169,2.0
7168,4.0
7166,4.0
7165,5.0
7164,3.0
7163,3.5
7162,4.0
7161,4.0
7160,3.5
7159,4.0
7158,2.0
7157,3.5
7156,4.0
7155,4.0
7154,2.0
7153,4.0
7150,4.0
7149,3.0
7148,4.5
7147,3.0
7144,3.0
7143,2.0
7142,4.0
7141,4.0
7138,3.5
7135,3.5
7133,4.0
7131,3.0
7129,3.5
7128,4.0
7127,4.0
7125,3.0
7124,5.0
7123,3.0
7121,5.0
7119,3.0
7118,2.5
7117,4.0
7116,3.0
7113,4.0
7112,4.0
7110,3.5
7109,4.0
7108,3.5
7107,4.0
7106,3.0
7105,5.0
7104,2.0
7103,5.0
7102,2.0
7101,5.0
7099,4.0
7098,3.5
7097,3.0
7096,2.0
7095,3.5
7094,1.5
7093,4.0
7092,2.0
7090,3.0
7089,4.0
7088,5.0
7087,4.0
7086,3.0
7085,3.0
7084,1.5
